Product Id,Product Handle,Product Title,Product Subtitle,Product Status,Product External Id,Product Description,Product Is Giftcard,Product Discountable,Product Thumbnail,Product Collection Id,Product Type Id,Product Weight,Product Length,Product Height,Product Width,Product Hs Code,Product Origin Country,Product Mid Code,Product Material,Product Created At,Product Updated At,Product Deleted At,Product Image 1,Product Sales Channel 1,Variant Id,Variant Title,Variant Sku,Variant Barcode,Variant Ean,Variant Upc,Variant Allow Backorder,Variant Manage Inventory,Variant Hs Code,Variant Origin Country,Variant Mid Code,Variant Material,Variant Weight,Variant Length,Variant Height,Variant Width,Variant Metadata,Variant Variant Rank,Variant Thumbnail,Variant Product Id,Variant Created At,Variant Updated At,Variant Deleted At,Variant Price KES,Variant Price EUR,Variant Option 1 Id,Variant Option 1 Name,Variant Option 1 Value,Variant Image 1,Variant Price USD
prod_01M07T4QNAQ3S9DQ9WGX5K7XNS,nvidia-geforce-rtx-4080-super-and-rtx-4080-graphics-cards,NVIDIA GeForce RTX 4080 SUPER and RTX 4080 Graphics Cards,,published,,"Elevate your gaming and creative experience with the NVIDIA GeForce RTX 4080 SUPER and RTX 4080, featuring advanced ray tracing and AI-powered graphics.",false,true,http://localhost:9000/static/1786968694437-nvidia-geforce-rtx-4080-super-and-rtx-4080-graphics-cards.jpg,,,,,,,,,,,Mon Aug 17 2026 15:11:34 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:34 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968694437-nvidia-geforce-rtx-4080-super-and-rtx-4080-graphics-cards.jpg,,variant_01M07T4QPZZMJS9W5M22H7F7VF,Default,INGEST-NVIDIA-GEFORCE-RTX-4080-SUPER-AND-RTX-4080-GRAPHICS-CARDS,,,,false,true,,,,,,,,,,0,,prod_01M07T4QNAQ3S9DQ9WGX5K7XNS,Mon Aug 17 2026 15:11:34 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:34 GMT+0300 (East Africa Time),,,,opt_01M07T4QNACXJPBEK7W2FJB7CN,Configuration,Default,http://localhost:9000/static/1786968694437-nvidia-geforce-rtx-4080-super-and-rtx-4080-graphics-cards.jpg,999.99
prod_01M07T4VEH0WYW5SH25GWJ8V15,nvidia-geforce-rtx-4070-family-graphics-cards,NVIDIA GeForce RTX 4070 Family Graphics Cards,,published,,"Get equipped for supercharged gaming and creating with NVIDIA GeForce RTX 4070 Ti SUPER, RTX 4070 SUPER, RTX 4070 Ti, and RTX 4070 graphics cards.",false,true,http://localhost:9000/static/1786968698312-nvidia-geforce-rtx-4070-family-graphics-cards.jpg,,,,,,,,,,,Mon Aug 17 2026 15:11:38 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:38 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968698312-nvidia-geforce-rtx-4070-family-graphics-cards.jpg,,variant_01M07T4VGBRVZYGBMW2S5FSTS7,Default,INGEST-NVIDIA-GEFORCE-RTX-4070-FAMILY-GRAPHICS-CARDS,,,,false,true,,,,,,,,,,0,,prod_01M07T4VEH0WYW5SH25GWJ8V15,Mon Aug 17 2026 15:11:38 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:38 GMT+0300 (East Africa Time),,,,opt_01M07T4VEH2SSEQJXW62CVC7BS,Configuration,Default,http://localhost:9000/static/1786968698312-nvidia-geforce-rtx-4070-family-graphics-cards.jpg,799.99
prod_01M07T4Z0T85CKTD4X9ZSD3F9Q,radeon-rx-7900-xtx,Radeon™ RX 7900 XTX,,published,,"AMD Radeon™ RX 7900 XTX graphics deliver next-generation performance, visuals, and efficiency at 4K and beyond.",false,true,http://localhost:9000/static/1786968701971-radeon-rx-7900-xtx.jpg,,,,,,,,,,,Mon Aug 17 2026 15:11:41 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:41 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968701971-radeon-rx-7900-xtx.jpg,,variant_01M07T4Z2JPA9JDEJ0K3PXHJ0H,Default,INGEST-RADEON-RX-7900-XTX,,,,false,true,,,,,,,,,,0,,prod_01M07T4Z0T85CKTD4X9ZSD3F9Q,Mon Aug 17 2026 15:11:42 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:42 GMT+0300 (East Africa Time),,,,opt_01M07T4Z0T61RZ0XGTRPBKMVN1,Configuration,Default,http://localhost:9000/static/1786968701971-radeon-rx-7900-xtx.jpg,949.99
prod_01M07T51895FSPFZW58TDTXJ14,radeon-rx-7800-xt,Radeon™ RX 7800 XT,,published,,"The ultimate 1440p card, with 16GB of Memory to jump into 4K, featuring next generation technologies to deliver what matters most; ultra-fast, ultra-smooth gaming and streaming.",false,true,http://localhost:9000/static/1786968704259-radeon-rx-7800-xt.jpg,,,,,,,,,,,Mon Aug 17 2026 15:11:44 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:44 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968704259-radeon-rx-7800-xt.jpg,,variant_01M07T519YJSBS4N5WT3PC4B7B,Default,INGEST-RADEON-RX-7800-XT,,,,false,true,,,,,,,,,,0,,prod_01M07T51895FSPFZW58TDTXJ14,Mon Aug 17 2026 15:11:44 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:44 GMT+0300 (East Africa Time),,,,opt_01M07T5189MM6C5B1ZBTHWPN3J,Configuration,Default,http://localhost:9000/static/1786968704259-radeon-rx-7800-xt.jpg,499.99
prod_01M07T56JZ511XYE541SH66PCB,rog-strix-z790-e-gaming-wifi,ROG STRIX Z790-E GAMING WIFI,,published,,"The ROG Strix Z790-E Gaming WiFi supercharges builds with its robust 18-stage power solution, hyperspeed DDR5 memory, and next-gen PCIe 5.0 connectivity. It features five M.2 SSD slots with heatsinks, USB 3.2 Gen 2x2 support, WiFi 6E, AI Overclocking, AI Cooling II, AI Networking, Two-Way AI Noise Cancelation, and Aura Sync RGB lighting.",false,true,http://localhost:9000/static/1786968709718-rog-strix-z790-e-gaming-wifi.png,,,,,,,,,,,Mon Aug 17 2026 15:11:49 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:49 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968709718-rog-strix-z790-e-gaming-wifi.png,,variant_01M07T56MR8A87ZXAY65R25DDZ,Default,INGEST-ROG-STRIX-Z790-E-GAMING-WIFI,,,,false,true,,,,,,,,,,0,,prod_01M07T56JZ511XYE541SH66PCB,Mon Aug 17 2026 15:11:49 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:49 GMT+0300 (East Africa Time),,,,opt_01M07T56JZYW7VYQR16VZX83H3,Configuration,Default,http://localhost:9000/static/1786968709718-rog-strix-z790-e-gaming-wifi.png,379.99
prod_01M07T5FQ9GF5MX6E8EEE742J4,tuf-gaming-b650-plus-wifi,TUF GAMING B650-PLUS WIFI,,published,,"TUF GAMING B650-PLUS WIFI is equipped with outstanding features, including 6-layer PCB design, DDR5, PCIe 5.0 M.2 support, Realtek 2.5Gb Ethernet, rear USB 3.2 Gen2x2 Type-C®, front USB 3.2 Gen 1 Type-C®, BIOS FlashBack™, DisplayPort/HDMI, USB4® (Thunderbolt™ 4) header, Addressable Gen 2 headers, Aura RGB header, Aura Sync, Q-LED Core, ASUS OptiMem II, Fan Xpert 4, Power Saving, Armoury Crate, ASUS TUF PROTECTION and SafeSlot Core+, which will bring users maximizing performance, stability and compatibility for the very best DIY PC experiences.",false,true,http://localhost:9000/static/1786968719068-tuf-gaming-b650-plus-wifi.png,,,,,,,,,,,Mon Aug 17 2026 15:11:59 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:59 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968719068-tuf-gaming-b650-plus-wifi.png,,variant_01M07T5FRXWFPZGPF07F4X4G3Z,Default,21080,,,,false,true,,,,,,,,,,0,,prod_01M07T5FQ9GF5MX6E8EEE742J4,Mon Aug 17 2026 15:11:59 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:11:59 GMT+0300 (East Africa Time),,,,opt_01M07T5FQ9JMEZMZKB87K21JYG,Configuration,Default,http://localhost:9000/static/1786968719068-tuf-gaming-b650-plus-wifi.png,199.99
prod_01M07T5RF3ZMNFKW5KEQVZ1H5G,vengeance-32gb-2x16gb-ddr5-dram-up-to-6000mt-s-cl36-memory-kit-black,VENGEANCE® 32GB (2x16GB) DDR5 DRAM Up To 6000MT/s CL36 Memory Kit — Black,,published,,"CORSAIR VENGEANCE DDR5, optimized for Intel® motherboards, delivers higher frequencies and greater capacities of DDR5 technology in a high-quality, compact module that suits your system.",false,true,http://localhost:9000/static/1786968728028-vengeance-32gb-2x16gb-ddr5-dram-up-to-6000mt-s-cl36-memory-kit-black.webp,,,,,,,,,,,Mon Aug 17 2026 15:12:08 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:08 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968728028-vengeance-32gb-2x16gb-ddr5-dram-up-to-6000mt-s-cl36-memory-kit-black.webp,,variant_01M07T5RG0S0JCSJJE6ZZW74X7,Default,CMK32GX5M2B6000C36,,,,false,true,,,,,,,,,,0,,prod_01M07T5RF3ZMNFKW5KEQVZ1H5G,Mon Aug 17 2026 15:12:08 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:08 GMT+0300 (East Africa Time),,,,opt_01M07T5RF38ZFH8WDRE1PZCZ1Y,Configuration,Default,http://localhost:9000/static/1786968728028-vengeance-32gb-2x16gb-ddr5-dram-up-to-6000mt-s-cl36-memory-kit-black.webp,109.99
prod_01M07T615W298HV6NJBT8EACWD,desktop-memory-u-dimm-cu-dimm-trident-z5-rgb-ddr5-intel-xmp-g-skill-international-enterprise-co,"Desktop Memory (U-DIMM/CU-DIMM) - Trident Z5 RGB (DDR5/Intel XMP) - G.SKILL International Enterprise Co., Ltd.",,published,,"Designed for performance, G.SKILL desktop memory is engineered from hand-selected components and rigorously tested for stability and compatibility.",false,true,http://localhost:9000/static/1786968736949-desktop-memory-u-dimm-cu-dimm-trident-z5-rgb-ddr5-intel-xmp-g-skill-international-enterprise-co.png,,,,,,,,,,,Mon Aug 17 2026 15:12:16 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:16 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968736949-desktop-memory-u-dimm-cu-dimm-trident-z5-rgb-ddr5-intel-xmp-g-skill-international-enterprise-co.png,,variant_01M07T616RENSPMRST7DRSB745,Default,INGEST-DESKTOP-MEMORY-U-DIMM-CU-DIMM-TRIDENT-Z5-RGB-DDR5-INTEL-XMP-G-SKILL-INTERNATIONAL-ENTERPRISE-CO,,,,false,true,,,,,,,,,,0,,prod_01M07T615W298HV6NJBT8EACWD,Mon Aug 17 2026 15:12:16 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:16 GMT+0300 (East Africa Time),,,,opt_01M07T615WF6B3TFD8RBYZ7KVS,Configuration,Default,http://localhost:9000/static/1786968736949-desktop-memory-u-dimm-cu-dimm-trident-z5-rgb-ddr5-intel-xmp-g-skill-international-enterprise-co.png,119.99
prod_01M07T6P60N0MMCN21K8A403V5,rmx-series-rm1000x-fully-modular-power-supply,RMx Series RM1000x Fully Modular Power Supply,,published,,"Cybenetics Gold-certified ATX 3.1 and PCIe 5.1 compliant PSU built with 100% Japanese capacitors for superb electrical performance, featuring fully modular connections for easy building.",false,true,http://localhost:9000/static/1786968758459-rmx-series-rm1000x-fully-modular-power-supply.webp,,,,,,,,,,,Mon Aug 17 2026 15:12:38 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:38 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968758459-rmx-series-rm1000x-fully-modular-power-supply.webp,,variant_01M07T6P6XZFSTJBG72KR0GMHA,Default,CP-9020271-NA,,,,false,true,,,,,,,,,,0,,prod_01M07T6P60N0MMCN21K8A403V5,Mon Aug 17 2026 15:12:38 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:38 GMT+0300 (East Africa Time),,,,opt_01M07T6P6039TR3HZ65XZPHVDC,Configuration,Default,http://localhost:9000/static/1786968758459-rmx-series-rm1000x-fully-modular-power-supply.webp,189.99
prod_01M07T7080TQ6ZKK2N6RQJGNPW,seasonic-focus-gx-850-850w-80-gold-full-modular-atx-form-factor-low-noise-premium-japanese-capa,"Seasonic FOCUS GX-850, 850W 80+ Gold, Full-Modular, ATX Form Factor, Low Noise, Premium Japanese Capacitor, 10 Year Warranty, Nvidia RTX 30/40 Super, AMD GPU Compatible, Ref# SSR-850FX",,published,,"Buy Seasonic FOCUS GX-850, 850W 80+ Gold, Full-Modular, ATX Form Factor, Low Noise, Premium Japanese Capacitor, 10 Year Warranty, Nvidia RTX 30/40 Super, AMD GPU Compatible, Ref# SSR-850FX with fast shipping and top-rated customer service. Newegg shopping upgraded ™",false,true,http://localhost:9000/static/1786968768762-seasonic-focus-gx-850-850w-80-gold-full-modular-atx-form-factor-low-noise-premium-japanese-capa.jpg,,,,,,,,,,,Mon Aug 17 2026 15:12:48 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:48 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968768762-seasonic-focus-gx-850-850w-80-gold-full-modular-atx-form-factor-low-noise-premium-japanese-capa.jpg,,variant_01M07T708WP23S0ZHCG4FGXJZJ,Default,INGEST-SEASONIC-FOCUS-GX-850-850W-80-GOLD-FULL-MODULAR-ATX-FORM-FACTOR-LOW-NOISE-PREMIUM-JAPANESE-CAPA,,,,false,true,,,,,,,,,,0,,prod_01M07T7080TQ6ZKK2N6RQJGNPW,Mon Aug 17 2026 15:12:48 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:48 GMT+0300 (East Africa Time),,,,opt_01M07T7080Z62AYPV42CZ1SNTE,Configuration,Default,http://localhost:9000/static/1786968768762-seasonic-focus-gx-850-850w-80-gold-full-modular-atx-form-factor-low-noise-premium-japanese-capa.jpg,129.99
prod_01M07T76PD30S0N23NRCJRBHXT,h7-flow,H7 Flow,,published,,"NZXT H7 Flow mid-tower ATX case with perforated front panel, 360mm radiator support, F Series Quiet fans, and toolless entry. Available in black and white.",false,true,http://localhost:9000/static/1786968775366-h7-flow.png,,,,,,,,,,,Mon Aug 17 2026 15:12:55 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:55 GMT+0300 (East Africa Time),,http://localhost:9000/static/1786968775366-h7-flow.png,,variant_01M07T76R03CPS0HQX1THBHFKD,Default,INGEST-H7-FLOW,,,,false,true,,,,,,,,,,0,,prod_01M07T76PD30S0N23NRCJRBHXT,Mon Aug 17 2026 15:12:55 GMT+0300 (East Africa Time),Mon Aug 17 2026 15:12:55 GMT+0300 (East Africa Time),,,,opt_01M07T76PD3P1KKYDRY1YXHZF7,Configuration,Default,http://localhost:9000/static/1786968775366-h7-flow.png,129.99
